bug_id,bug_type,short_desc,product,component,assigned_to,bug_status,resolution,changeddate
1477587,enhancement,Add a keyboard shortcut for deleting cookies and site data,Firefox,Keyboard Navigation,nobody,UNCONFIRMED, ---,2025-09-20 11:02:46
1920026,defect,"Tab list should be visible with layout.css.devPixelsPerPx set to ""2''",Firefox,Sidebar,nobody,NEW, ---,2024-09-20 02:53:39
1962702,defect,"Creating a new tab group ""New Group"" context menu item is not left align",Firefox,Tabbed Browser,nobody,NEW, ---,2025-04-25 07:46:38
428378,enhancement,"Synced tabs, bookmarks, and history entries don't have a favicon until the user re-visits that page again",Firefox,Sync,nobody,REOPENED, ---,2025-11-22 17:38:14
452376,defect,Input text element gets wrong keyup events,Firefox,General,nobody,REOPENED, ---,2026-02-18 01:22:10
1408108,enhancement,"Rename ""Sync ID"" to ""record ID"" in the bookmarks engine and `PlacesSyncUtils`",Firefox,Sync,1991manish.kumar,RESOLVED,FIXED,2017-11-07 03:01:07
1417698,enhancement,Use mozilla recommended eslint rules and remove rules duplicating those recommendations,Firefox,WebPayments UI,2042,RESOLVED,FIXED,2018-04-30 18:25:26
1471695,enhancement,Add installed add-ons targeting to AS Router,Firefox,Messaging System,a.hillier,RESOLVED,FIXED,2019-06-25 12:33:33
1476688,enhancement,Support block/cap by provider,Firefox,Messaging System,a.hillier,RESOLVED,FIXED,2019-06-25 12:33:36
1478218,defect,"Intermittent browser/extensions/activity-stream/test/functional/mochitest/browser_asrouter_targeting.js | should select correct item when filtering by lastVisitDate - Got undefined, expected [object Object]",Firefox,New Tab Page,a.hillier,RESOLVED,FIXED,2019-06-28 14:29:46
1482464,defect,Unpin stops working in Top Sites / TypeError: e.identifier is null,Firefox,New Tab Page,a.hillier,RESOLVED,FIXED,2019-06-28 14:29:46
1484030,enhancement,Chiclet animation for CFR,Firefox,Messaging System,a.hillier,RESOLVED,FIXED,2019-06-25 11:55:10
1443771,defect,Change Firefox about dialogue visual on ESR,Firefox,General,aalhazwani,RESOLVED,FIXED,2018-05-16 14:49:45
276934,defect,"After closing tab, Space doesn't scroll down one page",Firefox,Keyboard Navigation,aaronlev,RESOLVED,DUPLICATE,2006-03-12 18:14:38
280055,defect,Cannot walk into accessible tree for 2nd tab,Firefox,Disability Access,aaronlev,RESOLVED,FIXED,2019-05-03 14:53:25
1631439,enhancement,"Rewrite callers of document.createElementNS(XUL_NS, ...) to use document.createXULElement(...)",Firefox,General,aarushivij,RESOLVED,FIXED,2020-04-20 14:53:00
1354140,enhancement,[UX] Provide design spec for customize mode,Firefox,Toolbars and Customization,abenson,RESOLVED,FIXED,2017-04-25 05:16:01
1358167,enhancement,[UX] Provide detailed spec for sync widget at top of new (photon) hamburger panel,Firefox,Toolbars and Customization,abenson,RESOLVED,FIXED,2017-05-02 08:39:17
1360054,enhancement,"[UX] Need spec for the page-action menu's ""Share"" submenu/subview/subpanel",Firefox,Address Bar,abenson,RESOLVED,FIXED,2017-05-08 13:13:39
1589425,enhancement,Promoting Picture in Picture using CFR,Firefox,Messaging System,abenson,RESOLVED,WONTFIX,2019-12-10 17:56:37
1445732,defect,Muting tab causes lazy browser premature insertion,Firefox,Session Restore,ablayelyfondou,RESOLVED,FIXED,2018-03-27 11:43:41
1524852,defect,tab titles of multiselected tabs are invisible,Firefox,Theme,ablayelyfondou,RESOLVED,FIXED,2019-02-08 00:56:04
1588883,defect,Fullscreen transition message doesn't appear anymore,Firefox,General,ablayelyfondou,RESOLVED,FIXED,2022-01-10 05:48:53
1234415,defect,Create telemetry dashboard for key health/usage Sync probes,Firefox,Sync,adavis,RESOLVED,FIXED,2016-10-24 15:28:23
1290976,defect,Add analytics for clicks on send tab notification UI,Firefox,Sync,adavis,RESOLVED,DUPLICATE,2016-08-11 08:44:28
1319576,defect,Create Dashboard for Validation Data in ReDash,Firefox,Sync,adavis,RESOLVED,DUPLICATE,2018-09-24 14:26:32
1476034,enhancement,about:crashes localization migration from DTD to Fluent,Firefox,General,adeschamps,RESOLVED,FIXED,2018-08-05 07:53:56
1476062,enhancement,[meta] about:crashes user interface update,Firefox,General,adeschamps,RESOLVED,FIXED,2018-12-12 07:12:08
470314,defect,Send a bookmarks-restore notification,Firefox,Bookmarks & History,adw,RESOLVED,FIXED,2009-11-26 05:43:36
775825,defect,Add telemetry to measure index and type of the selected awesomebar result,Firefox,General,adw,RESOLVED,FIXED,2015-09-02 03:16:06
959567,defect,[User Story] Implement search suggestions opt-in/out UI,Firefox,Search,adw,RESOLVED,FIXED,2019-01-22 11:59:30
959594,defect,Retrieving the results from the default search provider,Firefox,Search,adw,RESOLVED,FIXED,2015-10-07 09:06:29
1060367,defect,[e10s] Search engine add-ons using POST do not work with e10s,Firefox,Search,adw,RESOLVED,WORKSFORME,2015-09-23 12:27:36
1162142,defect,[User Story] Search Suggestions in the AwesomeBar should be clearly identified as such,Firefox,Search,adw,RESOLVED,FIXED,2015-06-29 05:20:15
1162283,defect,Add support for limited hard-coded localizations to Pocket,Firefox,Pocket,adw,RESOLVED,FIXED,2015-09-16 11:59:04
1173751,defect,Add unit tests for search suggestions in awesomebar,Firefox,Address Bar,adw,RESOLVED,FIXED,2015-06-24 09:59:37
1176107,defect,"Search suggestions in awesomebar: highlighting a suggestion doesn't place it into the input, and selecting a suggestion doesn't actually search with it",Firefox,Search,adw,RESOLVED,FIXED,2019-11-27 13:31:29
1187901,defect,Some OpenSearch plugins does not work properly if the input contains UPPERCASE,Firefox,Search,adw,RESOLVED,FIXED,2017-04-04 14:38:14
1195054,defect,The location bar should displays 10 autocomplete suggestions without scrollbar instead of 6,Firefox,Address Bar,adw,RESOLVED,FIXED,2016-04-11 00:47:51
1198683,defect,Search suggestions prompt breaks accessibility of location bar suggestions,Firefox,Address Bar,adw,RESOLVED,FIXED,2015-09-22 16:00:02
1198687,defect,Search suggestions prompt unusable by screen reader users,Firefox,Address Bar,adw,RESOLVED,FIXED,2015-11-27 07:51:34
1200322,defect,Bad a11y when pressing Left and Right while the urlbar autocomplete popup is focused,Firefox,Address Bar,adw,RESOLVED,FIXED,2017-01-01 03:16:33
1201017,defect,"TypeError: styles.includes is not a function in resource:///components/nsBrowserGlue.js line 501, 61",Firefox,General,adw,RESOLVED,FIXED,2015-09-04 13:13:26
1207375,defect,urlbar a11y still broken by search suggestions opt-in prompt/notification,Firefox,Address Bar,adw,RESOLVED,FIXED,2015-10-09 12:28:44
1226629,defect,"Searches initiated by clicking the action row in the locationbar don't increment the ""search"" / ""urlbar"" telemetry countable",Firefox,Address Bar,adw,RESOLVED,FIXED,2016-01-12 09:36:32
1262783,defect,Excessively cropped results in new Awesome Bar style,Firefox,Address Bar,adw,RESOLVED,FIXED,2016-04-08 03:07:40
1295458,defect,Rework key and mouse handling for the one-off search buttons,Firefox,Address Bar,adw,RESOLVED,FIXED,2022-03-17 15:07:20
1303781,defect,Sometimes selecting a history entry opens a Google search instead of navigating to the entry,Firefox,Address Bar,adw,RESOLVED,FIXED,2017-05-31 05:50:48
1326826,defect,Popup with search suggestions hides on 'mousedown' over some buttons,Firefox,Search,adw,RESOLVED,DUPLICATE,2017-02-22 13:20:06
1328104,defect,Add Search Engine Button Does Not Work,Firefox,Search,adw,RESOLVED,DUPLICATE,2017-03-31 07:05:33
1358676,defect,One-off hover/mouseover color should be darker to match spec,Firefox,Address Bar,adw,RESOLVED,INVALID,2017-04-28 19:10:59
1374477,enhancement,"Photon API for adding, removing, and moving page actions",Firefox,Menus,adw,RESOLVED,FIXED,2017-10-25 14:55:46
1377535,defect,Icons in page action popup should explicitly set a fill color,Firefox,Theme,adw,RESOLVED,WORKSFORME,2017-08-09 04:41:59
1380021,defect,Tests for showing the Page Action device sub-menu have a 5 second waits in them,Firefox,Toolbars and Customization,adw,RESOLVED,FIXED,2017-09-21 15:56:57
1384256,defect,uninterruptible reflow at _openAutocompletePopup@chrome://browser/content/urlbarBindings.xml:1854,Firefox,Address Bar,adw,RESOLVED,FIXED,2017-10-06 11:53:00
1386474,defect,Pocket shouldn't assume that Photon page actions are enabled,Firefox,Address Bar,adw,RESOLVED,FIXED,2017-08-22 09:30:14
1391082,defect,Page action panel ordering can get messed up,Firefox,Menus,adw,RESOLVED,FIXED,2017-09-01 11:29:17
1392733,defect,Disabled state is not synced from page action menu items to the corresponding urlbar icon,Firefox,General,adw,RESOLVED,FIXED,2017-11-14 16:17:49
1393237,defect,Bookmark star has wrong tooltip after bookmarking a page,Firefox,General,adw,RESOLVED,FIXED,2017-12-10 23:41:33
1395387,enhancement,Reconcile WebExtension page actions and Photon page actions,Firefox,Address Bar,adw,RESOLVED,FIXED,2018-07-31 02:53:32
1402272,defect,Evaluate a different approach for adjustSiteIconStart,Firefox,Address Bar,adw,RESOLVED,FIXED,2017-10-10 06:29:21
1410240,defect,Search suggestions keep displacing awesomebar results as I'm about to click on them,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-03-28 06:58:01
1413574,defect,Disabled page actions should be hidden,Firefox,Toolbars and Customization,adw,RESOLVED,FIXED,2018-02-06 11:13:13
1417272,enhancement,"The ""Send Tab to Device"" page action can be disabled in the page action menu but enabled in the urlbar",Firefox,Address Bar,adw,RESOLVED,FIXED,2017-11-17 02:06:28
1423247,defect,Couple Awesome Bar Composition (matchBuckets pref) to user's Address bar state (unified vs. 2 bar),Firefox,Address Bar,adw,RESOLVED,WONTFIX,2018-01-18 08:19:37
1431489,defect,Follow-up fix: Allow users to choose whether search suggestions or history suggestions come first in the address bar.,Firefox,Address Bar,adw,RESOLVED,FIXED,2018-01-22 12:23:42
1438329,enhancement,Problem(s) with delayed key handling in urlbar,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-05-07 18:09:10
1444548,defect,Backout search composition work from 59,Firefox,Address Bar,adw,RESOLVED,FIXED,2018-04-11 10:42:07
1446551,defect,"""too much recursion"" when pressing enter in location bar",Firefox,Address Bar,adw,RESOLVED,FIXED,2018-06-28 09:53:55
1450294,enhancement,Page action menu is too narrow for complex actions (e.g. adding a search engine),Firefox,Address Bar,adw,RESOLVED,FIXED,2018-05-10 00:29:00
1459966,defect,browser/modules/test/browser/browser_UsageTelemetry_urlbar.js is going to permafail because probe FX_URLBAR_SELECTED_RESULT_METHOD expires when the Gecko version number is bumped to 63 on 2018-06-25,Firefox,Address Bar,adw,RESOLVED,FIXED,2018-11-19 05:02:57
1464154,defect,Most of origins I use very often are not being autofilled,Firefox,Address Bar,adw,RESOLVED,FIXED,2018-10-19 00:14:43
1480503,enhancement,Create API for setting text (keyword) in and focusing on the awesomebar,Firefox,New Tab Page,adw,RESOLVED,FIXED,2019-06-28 14:29:46
1481837,defect,2.65% tresize (osx-10-10) regression on push b5ba45e6ac73574c9e6bee886929f684e39de2c8 (Tue Aug 7 2018),Firefox,Address Bar,adw,RESOLVED,FIXED,2018-08-29 10:37:28
1483033,defect,Removal of screenshot icon from address bar does not persist across a restart,Firefox,Toolbars and Customization,adw,RESOLVED,FIXED,2025-03-02 06:57:51
1484067,defect,Search em-dash should be hidden when search query only contains spaces,Firefox,Address Bar,adw,RESOLVED,FIXED,2018-09-14 05:01:43
1489282,enhancement,Create a preferences module that can be used across all components,Firefox,Address Bar,adw,RESOLVED,FIXED,2018-09-18 19:24:31
1489834,defect,"Send Tab to Device page action button tooltips says ""sendToDevice-title""",Firefox,Toolbars and Customization,adw,RESOLVED,FIXED,2018-10-03 09:37:37
1490527,enhancement,Use UrlbarPreferences.jsm in UnifiedComplete.js,Firefox,Address Bar,adw,RESOLVED,FIXED,2018-09-19 13:34:50
1492226,enhancement,Move UnifiedComplete.js to browser/components/urlbar,Firefox,Address Bar,adw,RESOLVED,WONTFIX,2019-01-24 16:56:13
1495127,enhancement,Screenshot's page action should set the new `pinned` manifest option to false so that it doesn't appear in the urlbar by default,Firefox,Screenshots,adw,RESOLVED,FIXED,2018-10-05 10:43:21
1497515,defect,Most recently used search engine keyword is highlighted on internal pages even without interacting with the urlbar,Firefox,Address Bar,adw,RESOLVED,FIXED,2018-10-23 16:56:43
1499193,defect,Add keyword specific telemetry,Firefox,Search,adw,RESOLVED,FIXED,2018-12-13 12:22:23
1504370,defect,Update SEARCH_COUNTS telemetry for private browsing mode,Firefox,Search,adw,RESOLVED,FIXED,2019-01-21 08:51:23
1504847,enhancement,Disable search shortcut highlighting etc. for non-@ shortcuts,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-01-18 02:54:26
1511529,enhancement,Add matched substrings to UrlbarMatch,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-04-20 02:15:26
1512110,enhancement,Implement selection/highlighting,Firefox,Address Bar,adw,RESOLVED,DUPLICATE,2018-12-06 18:17:45
1520317,enhancement,The view should respect the queryContext.preselected flag,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-01-17 14:04:03
1520326,enhancement,UrlbarProviderUnifiedComplete should set context.preselected in more cases than it currently does,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-01-16 20:33:41
1520342,enhancement,QueryContext.autofill is variously spelled autofill and autoFill,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-01-16 20:33:48
1520368,enhancement,Clarify the queryContext.autofill property and add an enableAutofill property,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-01-16 20:33:51
1520655,enhancement,UnifiedComplete provider should pass prohibit-autofill param when autofill is disabled,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-01-17 14:04:14
1520665,enhancement,"Replace context.autofill property with autofillValue, and make the UnifiedComplete provider set it based on result.getValueAt()",Firefox,Address Bar,adw,RESOLVED,FIXED,2019-01-17 14:04:18
1520668,defect,UnifiedComplete should set the default index before adding search @alias autofill matches,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-01-17 14:04:20
1521236,enhancement,"Add UrlbarInput.autofill(), call it from the controller, and disable autofill when the new search string is a prefix of the old string",Firefox,Address Bar,adw,RESOLVED,FIXED,2019-01-23 19:53:27
1522280,enhancement,Add autofill tests,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-06-03 17:29:56
1523773,defect,"The heuristic result's secondary text should be ""Visit"" when it's a URL",Firefox,Address Bar,adw,RESOLVED,FIXED,2022-05-17 07:29:51
1523774,defect,"When a search @alias is typed, the heuristic result title shouldn't include an em dash (""—"")",Firefox,Address Bar,adw,RESOLVED,FIXED,2019-01-31 20:00:15
1523799,defect,"The secondary em dash (""—"") is gray when its row is selected, but it should be white",Firefox,Address Bar,adw,RESOLVED,FIXED,2022-01-10 04:24:30
1524702,enhancement,URL results should use their domain names as their titles when they don't otherwise have titles,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-02-06 21:13:14
1524714,enhancement, @ by itself should show all the engine @aliases,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-02-18 07:42:59
1524718,defect,Autofill should be restored after the heuristic result is re-selected,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-02-06 21:13:19
1525487,enhancement,"Clicking a search alias offer result should fill the alias in the input, not visit the engine's site",Firefox,Address Bar,adw,RESOLVED,FIXED,2019-02-17 13:46:08
1525772,defect,Selecting search suggestions after typing an @alias should keep the @alias in the input,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-03-13 16:57:33
1525909,defect,QuantumBar: Cursor position is changed when editing an entry,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-07-15 14:02:26
1528430,defect,The search performed on a search suggestion result when a one-off button is selected is incorrect,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-02-19 20:07:58
1538117,defect,Some typed chars get eaten by Quantum Bar autofill,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-03-28 06:36:13
1538293,enhancement,Autofill still flickers when typing in all caps,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-03-26 21:48:59
1545742,defect,the Quantum bar input field intermittently stops handling LEFT/RIGHT/HOME/END key events,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-05-03 15:10:37
1547670,task,Implement the top sites experiment extension,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-09-17 14:51:05
1550584,defect,The space around the identity box separator/divider is now asymmetrical,Firefox,Address Bar,adw,RESOLVED,WORKSFORME,2022-01-10 04:44:51
1552410,defect,Intermittent browser/components/urlbar/tests/browser/browser_tabMatchesInAwesomebar.js | Should have been found in autocomplete - false == true - JS frame :: chrome://mochitests/content/browser/browser/components/urlbar/tests/browser/browser...,Firefox,Address Bar,adw,RESOLVED,FIXED,2020-09-01 02:28:23
1563073,defect,"JavaScript warning: resource:///modules/UrlbarView.jsm, line 123: Array.reduce is deprecated; use Array.prototype.reduce instead",Firefox,Address Bar,adw,RESOLVED,FIXED,2019-07-03 20:36:32
1566932,task,Add new docs directory in browser/components/urlbar and move AddressBar.rst there,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-07-23 20:59:46
1569812,task,"Allow extensions to specify search engines by name, URL, or alias",Firefox,Address Bar,adw,RESOLVED,FIXED,2019-08-03 12:24:41
1571161,task,Modify openViewOnFocus so that it doesn't open the view on the newtab page and private windows,Firefox,Address Bar,adw,RESOLVED,FIXED,2020-01-10 11:30:45
1571913,task,Keyword offer (search shortcut) improvements for top sites experiment extension,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-08-21 11:01:06
1572500,defect,keyword based searches - double counting of search volume,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-08-22 14:58:22
1576888,defect,Stop using px values for #urlbar-contextual-tip's and #urlbar-contextual-tip-button's font sizes,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-09-15 11:33:34
1576889,defect,Ensure Quantum Bar Contextual Tip looks correct in RTL builds,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-09-15 11:32:21
1591327,defect,Properly limit results to maxResults while taking result spans into account.,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-10-30 06:09:39
1592172,defect,Don't reuse tip results or try to update the overflow state of their nonexistent URLs,Firefox,Address Bar,adw,RESOLVED,FIXED,2020-09-01 02:22:50
1594276,task,Fix browser_keepStateAcrossTabSwitches.js to work with Fission,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-11-15 14:34:37
1594622,task,Remove the context.preselected property and rely on result.heuristic instead,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-11-25 07:58:41
1595328,task,[Nudges] Need a way to tell whether the current session is after an update or new install,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-11-15 03:05:00
1595641,task,[Nudges] Let browser.urlbar.search take an option to control focus in the urlbar input,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-11-13 21:53:21
1595653,task,[Nudges] Let extensions set the urlbar value or at least clear it,Firefox,Address Bar,adw,RESOLVED,WONTFIX,2019-11-13 13:36:15
1595678,defect,Intermittent TV browser/components/urlbar/tests/ext/browser/browser_ext_urlbar_isBrowserShowingNotification.js | true == false - JS frame :: chrome://mochitests/content/browser/browser/components/urlbar/tests/ext/browser/browser_ext_urlbar_is...,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-11-17 22:18:35
1595985,task,[Nudges] Let extensions close the urlbar view,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-11-14 09:17:50
1597077,defect,Fix padding for tip results,Firefox,Address Bar,adw,RESOLVED,FIXED,2022-01-10 05:53:27
1597610,task,Add browser.urlbar.onEngagement WebExtensions API,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-11-26 03:48:43
1597755,task,[Interventions] Make query matching less aggressive by not using the mean edit distance,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-11-20 09:53:28
1597904,task,[Interventions] Create the main background script for the interventions extension,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-12-04 14:43:47
1598107,task,onResultPicked needs to indicate it's handling user input,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-11-23 01:56:47
1598368,task,[Nudges] The button of the redirect tip shown on the search engine page should not be preselected/heuristic,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-11-22 13:50:33
1600860,task,[Interventions] The extension needs a way to install an update and restart for users who have opted out of automatic updates,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-12-09 01:45:36
1601474,task,[Interventions] Add the remaining app-update cases to the main script,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-12-05 17:46:43
1601522,task,[Interventions] Open user survey web pages in certain scenarios,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-12-12 09:50:17
1601900,task,[Nudges] Engaging with the urlbar should cause tips not to be shown anymore in any session,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-12-06 09:35:15
1602953,task,Don't use the fade gradient for tip text,Firefox,Address Bar,adw,RESOLVED,WONTFIX,2019-12-10 15:01:18
1603503,defect,[Nudges] Non-.com Google domains in English-speaking locales should be recognized as search home pages,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-12-13 07:05:13
1604387,task,[Interventions] QueryScorer improvements,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-12-18 10:23:33
1604685,task,[Interventions] Open the survey page a maximum of 3 times,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-12-18 14:06:04
1604692,task,[Interventions] Don't open the survey page once the user has started it,Firefox,Address Bar,adw,RESOLVED,FIXED,2019-12-19 13:44:44
1608461,task,Determine what kind of telemetry in-product Search Tips should collect,Firefox,Address Bar,adw,RESOLVED,FIXED,2020-02-22 02:02:01
1608597,defect,[Nudges] Top sites will conflict with the nudges/tips experiment on 74,Firefox,Address Bar,adw,RESOLVED,FIXED,2020-02-20 18:25:33
1608601,defect,"[Nudges] Urlbar input isn't cleared after clicking the redirect tip's ""Okay, Got It"" button",Firefox,Address Bar,adw,RESOLVED,FIXED,2020-01-14 18:11:22
1608613,task,[Nudges] Call browser.experiments.urlbar.clearInput() from the extension to clear the input when the redirect tip is picked,Firefox,Address Bar,adw,RESOLVED,FIXED,2020-01-11 18:59:32
1610681,defect,UrlbarView needs to select the heuristic result when it's not the first result added,Firefox,Address Bar,adw,RESOLVED,FIXED,2020-01-29 18:43:42
1613314,defect,"2.03 - 3.26% sessionrestore / startup_about_home_paint / ts_paint (linux64-shippable, windows10-64-shippable) regression on push 4f83b17d63bffb866843ca3a687b33d94a8b84cd (Mon February 3 2020)",Firefox,Address Bar,adw,RESOLVED,FIXED,2020-02-13 09:00:56
1614087,task,Make user-testing builds that migrate prefs and the default search engine,Firefox,Address Bar,adw,RESOLVED,FIXED,2020-10-21 19:28:17
1614090,task,Make initial proposal for letting experiment extensions create their own result types with custom views,Firefox,Address Bar,adw,RESOLVED,FIXED,2020-06-11 18:06:16
1614092,task,"Make proposal v2 for letting experiment extensions create their own result types with custom views, plus prototype",Firefox,Address Bar,adw,RESOLVED,DUPLICATE,2020-06-11 18:06:02
1617076,task,Force the muxer to ignore built-in tips when extension tips are present,Firefox,Address Bar,adw,RESOLVED,WONTFIX,2020-02-24 16:52:49
1617345,defect,Disabling top sites on new tab causes top sites not to be shown in the urlbar after restarting Firefox,Firefox,Address Bar,adw,RESOLVED,FIXED,2020-07-22 15:16:37
1625254,defect,NVDA screen reader doesn’t read the intervention cards “Get Help” button on mouseover,Firefox,Address Bar,adw,RESOLVED,WONTFIX,2020-04-29 12:27:56
1572084,defect,SessionStoreListener code tries to read layout and form data for windows loaded in a different child process,Firefox,Session Restore,afarre,RESOLVED,FIXED,2023-08-15 10:13:36
1596812,enhancement,Web-based stub installer UI (HTML/JS/CSS),Firefox,Installer,agashlin+bz,RESOLVED,FIXED,2020-04-28 07:16:50
1598111,task,Document full install ping,Firefox,Installer,agashlin+bz,RESOLVED,FIXED,2020-06-25 09:14:23
1495671,enhancement,Content Blocking Tour breaks on step 3 with only cookie restrictions enabled,Firefox,Protections UI,agibson,RESOLVED,FIXED,2018-10-18 10:33:46
1168479,defect,[UX] Design a treatment for handling automatic https redirect from http version of site,Firefox,General,agrigas,RESOLVED,FIXED,2016-05-10 09:11:33
1174225,defect,"[UX] A quick prototype of the TP in PBM experience, including full first-run UX, opt-out, and functional demonstration ongoing experience.",Firefox,General,agrigas,RESOLVED,FIXED,2016-05-10 09:12:15
1174787,defect,[UX] Create design spec for url bar and doorhanger for 42 release of tracking protection and site identity block,Firefox,General,agrigas,RESOLVED,FIXED,2016-05-10 09:11:58
1175206,defect,[UX] Create tracking protection onboarding design for users opening a link in a private window,Firefox,General,agrigas,RESOLVED,FIXED,2016-05-10 09:12:51
1176256,defect,[UX] Create design spec for final onboarding assets for tracking protection in private browsing mode,Firefox,General,agrigas,RESOLVED,FIXED,2016-05-10 09:11:43
1184586,defect,[UX] Create and launch usertesting.com research to test shield animation for TP in Private Browsing mode,Firefox,General,agrigas,RESOLVED,FIXED,2016-05-10 09:13:11
1186166,defect,[UX] Create spec for hover tooltip string for shield and lock target,Firefox,General,agrigas,RESOLVED,FIXED,2016-05-10 09:11:11
1186170,defect,[UX] Provide more visual information about what’s new on Built-in Private window page,Firefox,General,agrigas,RESOLVED,FIXED,2016-05-10 09:14:09
1188101,defect,[UX] Update control center for 43 release to support permissions and tracking protection,Firefox,General,agrigas,RESOLVED,FIXED,2016-05-10 09:12:38
1190504,defect,[UX] design new notification style for permissions in control center v2,Firefox,General,agrigas,RESOLVED,FIXED,2016-05-10 09:11:56
1190507,defect,[UX] Provide final deliverables for login manager in Control Center v2,Firefox,General,agrigas,RESOLVED,FIXED,2016-05-10 09:12:33
1204619,defect,[UX] Finalize permissions notification treatment for camera and microphone over http,Firefox,General,agrigas,RESOLVED,FIXED,2016-05-10 09:11:22
1206249,defect,[UX] Icons with strikethrough for each permission,Firefox,General,agrigas,RESOLVED,FIXED,2016-05-10 09:14:06
1207204,defect,[UX] Spec out animation for new identity block in control center 2,Firefox,General,agrigas,RESOLVED,FIXED,2016-05-10 09:13:03
1217150,defect,[UX] create design spec for insecure password feedback over https on login/password form field,Firefox,General,agrigas,RESOLVED,FIXED,2017-01-25 05:48:47
1218891,defect,"[UX] Explore CC TP subpanel which displays trackers by category (ads, analytics, social, etc) / website",Firefox,General,agrigas,RESOLVED,FIXED,2016-05-10 09:13:12
1225534,defect,[UX] Create design for tracking protection in reg mode in privacy prefs,Firefox,General,agrigas,RESOLVED,FIXED,2016-05-10 09:12:22
1553700,task,DNS over HTTPS Heuristics Measurement Add-on,Firefox,General,ahounsel,RESOLVED,FIXED,2019-08-23 11:18:28
1345322,defect,Create the preference privacy.resistFingerprinting in firefox.js,Firefox,Settings UI,ahsin.tseng,RESOLVED,FIXED,2017-10-21 16:58:42
1394137,defect,Stop changing the Go button's color on hover,Firefox,Theme,akriti.v10,RESOLVED,FIXED,2017-09-25 17:22:43
1497144,enhancement,Convert DocShellCapabilities.jsm and ScrollPosition.jsm to C++,Firefox,Session Restore,alchen,RESOLVED,FIXED,2019-07-09 05:46:58
1497146,enhancement,Convert FormData.jsm to C++,Firefox,Session Restore,alchen,RESOLVED,FIXED,2019-07-09 05:46:58
1497147,enhancement,"Rewrite ""mapFrameTree"" implementation to C++",Firefox,Session Restore,alchen,RESOLVED,FIXED,2019-07-09 05:46:58
1562889,task,Convert content-sessionStore to C++ : add browser epochs support,Firefox,Session Restore,alchen,RESOLVED,FIXED,2019-07-18 06:25:16
1567057,defect,NS_ERROR_FILE_NOT_FOUND in SessionStoreFunctions.jsm,Firefox,Session Restore,alchen,RESOLVED,FIXED,2022-01-10 05:08:24
1313825,defect,Investigate and enable the browser_UsageTelemetry_content_aboutHome.js test,Firefox,Search,alessio.placitelli,RESOLVED,FIXED,2016-11-09 08:26:57
1314650,defect,"Fix the ""Unknown source for one-off search: urlbar"" error when doing one-off searches",Firefox,Search,alessio.placitelli,RESOLVED,FIXED,2016-11-09 08:27:12
1315650,defect,Intermittent browser_UsageTelemetry_searchbar.js | Test timed out -,Firefox,Address Bar,alessio.placitelli,RESOLVED,FIXED,2018-09-03 11:15:45
